Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
955,Soup,26,3/26/2025,276,Supermarket,Port Eric,Non-Vegetarian,Snacks
956,Chicken,39,3/30/2025,626,Supermarket,Heathermouth,Non-Vegetarian,Snacks
957,Fish,39,3/22/2025,10,Catering Service,West Cherylfort,Non-Vegetarian,Lunch
958,Soup,19,3/20/2025,794,Supermarket,Woodport,Non-Vegetarian,Lunch
959,Pasta,26,3/18/2025,758,Catering Service,Port Patrick,Vegetarian,Breakfast
960,Fish,46,3/27/2025,920,Restaurant,New Calebberg,Non-Vegetarian,Snacks
961,Soup,22,3/25/2025,66,Restaurant,Lake Michaelfurt,Non-Vegetarian,Lunch
962,Soup,13,3/28/2025,62,Grocery Store,Marymouth,Non-Vegetarian,Breakfast
963,Fish,33,3/16/2025,827,Grocery Store,East Kimberly,Non-Vegetarian,Dinner
964,Rice,46,3/25/2025,192,Catering Service,Leslieville,Vegetarian,Dinner
965,Dairy,44,3/24/2025,791,Grocery Store,West James,Vegetarian,Lunch
966,Dairy,41,3/25/2025,705,Grocery Store,East Robert,Vegetarian,Snacks
967,Fruits,34,3/16/2025,357,Supermarket,Donnaborough,Vegan,Snacks
968,Rice,45,3/17/2025,789,Grocery Store,Lake Maria,Vegetarian,Lunch
969,Soup,50,3/21/2025,208,Restaurant,East Garyton,Non-Vegetarian,Lunch
970,Fruits,26,3/20/2025,62,Grocery Store,Marymouth,Vegan,Breakfast
971,Fish,7,3/18/2025,751,Restaurant,East Richardside,Non-Vegetarian,Snacks
972,Vegetables,21,3/23/2025,984,Catering Service,South Edwardtown,Vegetarian,Dinner
973,Fruits,7,3/16/2025,519,Restaurant,Keithburgh,Vegan,Breakfast
974,Chicken,45,3/17/2025,393,Restaurant,Heatherview,Non-Vegetarian,Lunch
975,Fish,48,3/19/2025,5,Grocery Store,Valentineside,Non-Vegetarian,Lunch
976,Vegetables,41,3/19/2025,738,Grocery Store,West Kelli,Vegetarian,Lunch
977,Vegetables,12,3/19/2025,514,Supermarket,Maxwellburgh,Vegetarian,Dinner
978,Dairy,14,3/27/2025,743,Supermarket,South Richard,Vegetarian,Snacks
979,Pasta,43,3/16/2025,584,Supermarket,Moralesside,Vegetarian,Lunch
980,Chicken,2,3/27/2025,876,Grocery Store,Brookeland,Non-Vegetarian,Dinner
981,Dairy,47,3/18/2025,999,Grocery Store,Stevenchester,Vegetarian,Breakfast
982,Soup,36,3/19/2025,7,Restaurant,Lake Christopherburgh,Non-Vegetarian,Breakfast
983,Fruits,43,3/22/2025,98,Supermarket,Gardnerfort,Vegan,Lunch
984,Chicken,26,3/23/2025,234,Catering Service,New Joel,Non-Vegetarian,Dinner
985,Bread,31,3/16/2025,935,Grocery Store,Ramseyfort,Vegetarian,Dinner
986,Rice,23,3/24/2025,14,Catering Service,Garciamouth,Vegetarian,Snacks
987,Dairy,6,3/29/2025,557,Restaurant,East Aaron,Vegetarian,Dinner
988,Soup,44,3/24/2025,517,Grocery Store,Wadeville,Non-Vegetarian,Lunch
989,Bread,31,3/19/2025,557,Restaurant,East Aaron,Vegetarian,Snacks
990,Pasta,11,3/25/2025,720,Restaurant,Francisshire,Vegetarian,Breakfast
991,Vegetables,7,3/19/2025,432,Restaurant,Carolchester,Vegetarian,Dinner
992,Salad,25,3/26/2025,257,Supermarket,Lake Coryhaven,Vegetarian,Breakfast
993,Soup,8,3/28/2025,470,Restaurant,Port Daniellechester,Non-Vegetarian,Lunch
994,Salad,17,3/29/2025,37,Catering Service,New Amanda,Vegetarian,Snacks
995,Rice,37,3/23/2025,868,Grocery Store,Rodriguezview,Vegetarian,Snacks
996,Fish,15,3/30/2025,467,Catering Service,Phillipsfort,Non-Vegetarian,Breakfast
997,Fish,22,3/18/2025,35,Grocery Store,Andersonmouth,Non-Vegetarian,Breakfast
998,Fruits,6,3/22/2025,444,Restaurant,New Billy,Vegan,Dinner
999,Pasta,15,3/30/2025,702,Supermarket,Lake Mistyton,Vegetarian,Lunch
1000,Salad,18,3/19/2025,155,Supermarket,Charlesview,Vegetarian,Dinner
1001,Bread,100,08/14/2025,1001,Supermarket,WashingtonValley,Vegetarian,Breakfast
